City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Dale,US,2022-11-17 14:19:53,38.1689,-86.99,30.45,74,100,9.22
259,Rio Grande,BR,2022-11-17 14:22:47,-32.035,-52.0986,87.91,46,42,5.41
260,Tarakan,ID,2022-11-17 14:22:47,3.3,117.6333,81.41,79,100,7.34
261,Xining,CN,2022-11-17 14:22:48,36.6167,101.7667,37.42,47,71,3.44
262,Westport,US,2022-11-17 14:22:48,41.1415,-73.3579,43.03,63,75,12.66
263,Praia,CV,2022-11-17 14:21:27,14.9215,-23.5087,86.54,54,20,13.8
264,Mattru,SL,2022-11-17 14:22:48,7.6244,-11.8332,91.36,42,30,3.31
265,Kishtwar,IN,2022-11-17 14:22:48,33.3167,75.7667,39.81,57,0,8.03
266,Kavieng,PG,2022-11-17 14:22:49,-2.5744,150.7967,81.77,77,100,11.39
267,Chuy,UY,2022-11-17 14:22:49,-33.6971,-53.4616,78.66,39,46,2.17
268,Yumen,CN,2022-11-17 14:22:49,40.2833,97.2,33.8,40,89,17.18
269,San Francisco,US,2022-11-17 14:20:23,37.7749,-122.4194,54.32,69,40,5.01
270,Hasaki,JP,2022-11-17 14:22:50,35.7333,140.8333,54.28,55,100,13.91
271,Aguas Formosas,BR,2022-11-17 14:22:50,-17.0822,-40.9358,78.64,77,100,4.72
272,Mehamn,NO,2022-11-17 14:22:50,71.0357,27.8492,40.95,93,100,6.91
273,Dolores,AR,2022-11-17 14:22:51,-36.3132,-57.6792,86.09,35,100,4.94
274,Buncrana,IE,2022-11-17 14:22:51,55.1333,-7.45,40.77,84,100,2.77
275,Marilandia,BR,2022-11-17 14:22:51,-19.4128,-40.5417,76.3,80,100,4.97
276,Nanortalik,GL,2022-11-17 14:23:51,60.1432,-45.2371,21.36,75,26,13.06
277,Paamiut,GL,2022-11-17 14:23:52,61.994,-49.6678,9.95,74,8,6.62
278,Talaja,IN,2022-11-17 14:23:52,21.35,72.05,80.83,32,0,8.79
279,Zabaykalsk,RU,2022-11-17 14:23:52,49.6333,117.3167,18.21,89,5,6.73
280,Pasighat,IN,2022-11-17 14:23:53,28.0667,95.3333,63.99,72,2,4.18
281,Okhotsk,RU,2022-11-17 14:23:53,59.3833,143.3,-3.39,79,0,14.14
282,East London,ZA,2022-11-17 14:23:53,-33.0153,27.9116,68.94,77,75,12.66
283,Lorengau,PG,2022-11-17 14:23:53,-2.0226,147.2712,81.12,70,100,5.79
284,Freetown,SL,2022-11-17 14:20:51,8.484,-13.2299,86.83,56,100,5.73
285,Tamale,GH,2022-11-17 14:20:42,9.4008,-0.8393,95.25,14,59,4.38
286,Okoneshnikovo,RU,2022-11-17 14:23:54,54.8377,75.0834,9.12,94,97,6.15
287,Yulara,AU,2022-11-17 14:23:54,-25.2406,130.9889,73.56,63,0,12.75
288,Touba,CI,2022-11-17 14:23:54,8.2833,-7.6833,86.58,24,91,6.42
289,Saint-Philippe,RE,2022-11-17 14:20:09,-21.3585,55.7679,74.79,72,53,7.25
290,Zyryanka,RU,2022-11-17 14:23:55,65.75,150.85,-11.02,99,100,6.49
291,Aklavik,CA,2022-11-17 14:23:55,68.2191,-135.0107,7.57,79,59,5.06
292,Reynosa,MX,2022-11-17 14:19:43,26.0833,-98.2833,52.99,70,100,11.5
293,Iquique,CL,2022-11-17 14:22:23,-20.2208,-70.1431,68.04,63,58,6.64
